Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Measure_Description,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-3_Measure_Description,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-5_Measure_Description,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,HBIPS-6_Measure_Description,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-6_Overall_Footnote,HBIPS-7_Measure_Description,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,HBIPS-7_Overall_Footnote,SUB-1_Measure_Description,SUB-1_%,SUB-1_Numerator,SUB-1_Denominator,SUB-1_Footnote,TOB-1_Measure_Description,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,TOB-1_Footnote,TOB-2/-2a_Measure_Desc,TOB-2_%,TOB-2_Numerator,TOB-2/-2a_Denominator,TOB-2_Footnote,TOB-2a_%,TOB-2a_Numerator,TOB-2/-2a__Denominator,TOB-2a_Footnote,PEoC_Measure_Description,PEoC_Assessed_Response,PEoC_Assessed_Footnote,EHR_Use_Measure_Description,EHR_Use_Response,EHR_Use_Footnote,HIE_Measure_Description,HIE_Response,HIE_Footnote,Start_Date,End_Date,FUH_Measure_Description,FUH-30_%,FUH-30_Numerator,FUH-30_Denominator,FUH-30_Footnote,FUH-7_%,FUH-7_Numerator,FUH-7_Denominator,FUH-7_Footnote,FUH_Measure_Start_Date,FUH_Measure_End_Date,IMM-2_Measure_Description,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,IMM-2_Footnote,HCP_Measure_Description,HCP_%,HCP_Numerator,HCP_Denominator,HCP_Footnote,Flu_Season_Start_Date,Flu_Season_End_Date
"260023","MERCY HOSPITAL JEFFERSON","1400 US HIGHWAY 61 ","CRYSTAL CITY","MO","63019","Jefferson","Hours of physical-restraint use","0.28","46.27","6925","","Hours of seclusion","0.00","0","6925","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","61.08%","204","334","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","49.40%","165","334","","Alcohol Use Screening","88.99%","283","318","","Tobacco Use Screening","97.48%","309","317","","Tobacco Use Treatment (during the hospital stay)","89.04%","195","219","","74.43%","163","219","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","47.40%","82","173","","30.64%","53","173","","07/01/2014","06/30/2015","Influenza Immunization","86.36%","133","154","","Healthcare Personnel Influenza Vaccination","97","193","199","","10/01/2015","03/31/2016"
"260027","RESEARCH MEDICAL CENTER","2316 E MEYER BLVD ","KANSAS CITY","MO","64132","Jackson","Hours of physical-restraint use","0.01","7.47","29433","","Hours of seclusion","0.00","0","29433","","Patients discharged on multiple antipsychotic medications with appropriate justification","95.00%","19","20","","Post-discharge continuing care plan created","99.13%","799","806","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","99.13%","799","806","","Alcohol Use Screening","98.72%","538","545","","Tobacco Use Screening","99.82%","545","546","","Tobacco Use Treatment (during the hospital stay)","80.08%","193","241","","51.04%","123","241","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","60.68%","196","323","","30.96%","100","323","","07/01/2014","06/30/2015","Influenza Immunization","98.71%","384","389","","Healthcare Personnel Influenza Vaccination","71","251","352","","10/01/2015","03/31/2016"
"260032","BARNES JEWISH HOSPITAL","1 BARNES HOSPITAL PLAZA ","SAINT LOUIS","MO","63110","Not Available","Hours of physical-restraint use","0.03","7.93","12837","","Hours of seclusion","0.00",".63","12837","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","91.26%","491","538","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","84.76%","456","538","","Alcohol Use Screening","98.23%","445","453","","Tobacco Use Screening","100.00%","453","453","","Tobacco Use Treatment (during the hospital stay)","84.82%","218","257","","60.31%","155","257","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","50.50%","102","202","","22.77%","46","202","","07/01/2014","06/30/2015","Influenza Immunization","99.01%","299","302","","Healthcare Personnel Influenza Vaccination","Not Available","Not Available","Not Available","5","10/01/2015","03/31/2016"
"260040","COX MEDICAL CENTERS","1423 NORTH JEFFERSON AVENUE ","SPRINGFIELD","MO","65802","Greene","Hours of physical-restraint use","0.21","19.78","3932","","Hours of seclusion","0.42","39.75","3932","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","66.84%","391","585","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","16.24%","95","585","","Alcohol Use Screening","99.78%","447","448","","Tobacco Use Screening","99.78%","447","448","","Tobacco Use Treatment (during the hospital stay)","0.00%","0","283","","0.00%","0","283","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","60.92%","53","87","","32.18%","28","87","","07/01/2014","06/30/2015","Influenza Immunization","98.53%","268","272","","Healthcare Personnel Influenza Vaccination","100","98","98","","10/01/2015","03/31/2016"
"260050","SSM ST FRANCIS HOSPITAL & HEALTH SERVICES","2016 S MAIN ST ","MARYVILLE","MO","64468","Not Available","Hours of physical-restraint use","0.27","20","3123","","Hours of seclusion","0.00","0","3123","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","87.57%","472","539","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","85.16%","459","539","","Alcohol Use Screening","100.00%","390","390","","Tobacco Use Screening","100.00%","390","390","","Tobacco Use Treatment (during the hospital stay)","79.63%","172","216","","50.93%","110","216","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","86.67%","39","45","","53.33%","24","45","","07/01/2014","06/30/2015","Influenza Immunization","99.25%","263","265","","Healthcare Personnel Influenza Vaccination","91","32","35","","10/01/2015","03/31/2016"
"260057","CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN ST PO BOX 557","CAMERON","MO","64429","Not Available","Hours of physical-restraint use","Not Available","0","0","7","Hours of seclusion","Not Available","0","0","7","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","67.14%","141","210","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","67.14%","141","210","","Alcohol Use Screening","Not Available","Not Available","Not Available","1","Tobacco Use Screening","82.72%","67","81","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","61.11%","11","18","","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","50.55%","46","91","","Healthcare Personnel Influenza Vaccination","100","28","28","","10/01/2015","03/31/2016"
"260061","NEVADA REGIONAL MEDICAL CENTER","800 S ASH ST ","NEVADA","MO","64772","Not Available","Hours of physical-restraint use","0.76","22.9","1259","","Hours of seclusion","0.00","0","1259","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","99.12%","339","342","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","81.29%","278","342","","Alcohol Use Screening","99.27%","410","413","","Tobacco Use Screening","85.40%","351","411","","Tobacco Use Treatment (during the hospital stay)","18.60%","40","215","","15.35%","33","215","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","55.64%","74","133","","32.33%","43","133","","07/01/2014","06/30/2015","Influenza Immunization","99.72%","356","357","","Healthcare Personnel Influenza Vaccination","98","58","59","","10/01/2015","03/31/2016"
"260062","SAINT LUKES NORTHLAND HOSPITAL","5830 N W BARRY ROAD ","KANSAS CITY","MO","64154","Platte","Hours of physical-restraint use","0.57","16.08","1180","","Hours of seclusion","0.00","0","1180","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","62.13%","105","169","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","60.95%","103","169","","Alcohol Use Screening","100.00%","143","143","","Tobacco Use Screening","99.30%","142","143","","Tobacco Use Treatment (during the hospital stay)","66.67%","36","54","","48.15%","26","54","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","63.85%","83","130","","36.92%","48","130","","07/01/2014","06/30/2015","Influenza Immunization","67.90%","55","81","","Healthcare Personnel Influenza Vaccination","92","1364","1481","","10/01/2015","03/31/2016"
"260070","PEMISCOT COUNTY MEMORIAL HOSPITAL","PO BOX 489 HWY 61 AND EAST REED","HAYTI","MO","63851","Not Available","Hours of physical-restraint use","0.00","0","6755","","Hours of seclusion","0.00","0","6755","","Patients discharged on multiple antipsychotic medications with appropriate justification","9.27%","23","248","","Post-discharge continuing care plan created","51.89%","741","1428","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","40.90%","584","1428","","Alcohol Use Screening","80.95%","1156","1428","","Tobacco Use Screening","45.87%","655","1428","","Tobacco Use Treatment (during the hospital stay)","91.96%","263","286","","6.64%","19","286","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","53.44%","70","131","","16.03%","21","131","","07/01/2014","06/30/2015","Influenza Immunization","23.08%","66","286","","Healthcare Personnel Influenza Vaccination","27","16","60","","10/01/2015","03/31/2016"
"260074","MOBERLY REGIONAL MEDICAL CENTER","1515 UNION AVE ","MOBERLY","MO","65270","Not Available","Hours of physical-restraint use","0.00",".08","2592","","Hours of seclusion","0.12","7.17","2592","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","100.00%","262","262","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00%","262","262","","Alcohol Use Screening","100.00%","251","251","","Tobacco Use Screening","100.00%","251","251","","Tobacco Use Treatment (during the hospital stay)","100.00%","69","69","","59.42%","41","69","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","53.49%","23","43","","34.88%","15","43","","07/01/2014","06/30/2015","Influenza Immunization","100.00%","111","111","","Healthcare Personnel Influenza Vaccination","Not Available","Not Available","Not Available","1","10/01/2015","03/31/2016"
"260077","ST ANTHONY'S MEDICAL CENTER","10010 KENNERLY RD ","SAINT LOUIS","MO","63128","Not Available","Hours of physical-restraint use","0.11","47.32","18636","","Hours of seclusion","0.07","31.05","18636","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","27.10%","239","882","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","18.71%","165","882","","Alcohol Use Screening","93.69%","371","396","","Tobacco Use Screening","79.75%","319","400","","Tobacco Use Treatment (during the hospital stay)","72.06%","147","204","","56.86%","116","204","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","53.08%","155","292","","26.37%","77","292","","07/01/2014","06/30/2015","Influenza Immunization","93.07%","336","361","","Healthcare Personnel Influenza Vaccination","98","397","405","","10/01/2015","03/31/2016"
